Severity,Description
1,Center lane blocked due to accident on I-5 Southbound at Yesler Way.
0,Accident on Martin Luther King Jr Way at Morgan St.
0,Accident on Meridian Ave at Northgate Way.
0,Accident on Nickerson St at Dravus St.
0,Accident on Marginal Way Southbound at Ellis Ave.
0,Accident on 20th Ave at 77th St.
0,One lane blocked due to accident on Spokane St Bridge Eastbound from Delridge Way to 11th Ave.
0,Accident on Renton Ave at Fletcher St.
0,Accident on Massachusetts St at 23rd Ave.
0,Accident on 48th St at 9th Ave.
0,Accident on 89th St at WA-99 Aurora Ave.
0,Accident on California Ave at Raymond St.
0,Accident on Beacon Ave at Orcas St.
0,Accident on 35th St at Stone Way.
0,Right lane blocked due to accident on 45th St Westbound at 17th Ave.
1,Two left lane blocked due to accident on I-90 Eastbound after Exits 3 3A 3B Rainier Ave.
0,Accident on 16th Ave at Spokane St.
1,Left lane blocked due to accident on I-5 Southbound at Mercer St.
1,Accident on entry ramp to I-5 Northbound from Mercer St.
1,Right center lane blocked due to accident on I-5 Northbound at Mercer St.
0,Accident on Melrose Ave at Yale Ave.
0,Two right lane blocked due to accident on WA-900 Martin Luther King Jr Way Westbound at 64th Ave.
0,Accident on 15th Ave at Armory Way.
0,Accident on 23rd Ave at Union St.
0,Accident on 1st Ave Northbound at Thomas St.
1,HOV lane blocked due to accident on I-5 Southbound at Exits 153 154A 154AB I-405.
1,Two lanes blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
1,Right lane blocked due to accident on I-5 Northbound at Exit 173 Corliss Ave.
0,Accident on 85th St at 3rd Ave.
1,Three lanes blocked due to accident on I-5 Northbound at Mercer Street.
1,Right lane blocked due to accident on I-5 Southbound at Exits 166 167 Olive Way.
1,Left lane blocked due to accident on I-5 Southbound at Yakima Ave.
1,Exit ramp from I-5 Southbound to I-405 Northbound lane blocked due to accident.
1,Lane blocked on exit ramp due to accident on I-5 Express Northbound at 42nd St.
0,Right hand shoulder blocked due to accident on Seattle Brg Westbound after Marginal Way.
0,Accident on Greenwood Ave at 39th St.
0,Restrictions due to accident two cars involved on 125th St both ways between Park Ave and Stone Ave. Police directing traffic.
1,Right hand shoulder blocked due to earlier accident on I-5 Southbound after Seattle Brg. All lanes have been re-opened.
0,Accident on Spokane St at Columbian Way.
0,Accident on 25th Ave at Armour St.
0,Accident on Meridian Ave at 107th St.
0,Accident on 12th Ave at Weller St.
1,Center lane blocked due to accident on I-5 Southbound at Union St.
0,Left lane blocked due to accident on WA-520 Eastbound at WA-513 Montlake Blvd.
0,Right lane blocked due to accident on 6th Ave Northbound at Madison St.
0,Right lane blocked due to accident on Madison St Westbound at 6th Ave.
0,Accident on Boyer Ave at 24th Ave.
0,Right lane blocked due to accident on WA-518 Eastbound before 51st Ave.
0,Accident on 41st Ave at Barton St.
0,Accident on 15th Ave at 120th St.
0,Accident on 24th Ave at Boyer Ave.
0,Accident on Rainier Ave at Eddy St.
0,Accident on Bertona St at 3rd Ave.
0,Accident on Perimeter Rd both ways at Othello St.
0,Right lane blocked due to accident on Airport Way Northbound at Massachusetts St.
1,Accident Motorcycle involved on I-5 Southbound before Seattle Brg.
0,Accident on Jackson St at 20th Ave.
0,Accident on Rainier Ave at Walden St.
0,Accident on Columbia St at 8th Ave.
0,Accident on Martin Luther King Jr Way at Othello St.
1,HOV lane blocked due to accident on I-5 Southbound at Exit 175 5th Ave.
0,Accident on Greenwood Ave at 125th St.
0,Accident on 130th St at Greenwood Ave.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on Holden St at 15th Ave.
1,Exit ramp from I-5 Northbound at Exit 175 to 5th Ave lane blocked due to accident.
0,Accident on Boren Ave at Fairview Ave.
0,One lane blocked due to accident on Cherry St Westbound at 7th Ave.
0,Right lane blocked due to accident on WA-509 Southbound at 128th St.
0,Accident on Palatine Ave at 125th St.
1,Entry ramp to I-5 Southbound from Edgar Martinez Dr Eastbound closed due to multi-vehicle accident.
1,Entry ramp to I-5 Southbound from I-90 Westbound closed due to multi-vehicle accident.
0,Accident on Taylor Ave at John St.
0,Accident on 143rd St at Fremont Ave.
0,Accident on Boren Ave at Jefferson St.
0,Accident on 95th St at 3rd Ave.
0,Accident on 37th Ave at 65th St.
0,Right lane blocked due to accident on WA-513 Montlake Blvd Northbound at Lake Washington Blvd.
1,Lane blocked due to accident on I-5 Southbound at Exit 156 Interurban Ave.
0,Accident on Stone Ave both ways at 130th St.
0,Accident on Sand Point Way from 74th St to 70th St.
0,Right lane blocked due to accident on Edgar Martinez Dr Eastbound at 4th Ave.
1,Entry ramp to I-5 Southbound from Edgar Martinez Dr Eastbound restrictions on entry ramp due to accident.
1,Two lanes blocked and left hand shoulder blocked due to accident on I-5 Northbound after Madison St.
0,Left lane blocked due to accident on Mercer St Westbound between 2nd Ave and Warren Ave.
0,One lane blocked due to accident on Mercer St Eastbound between Warren Ave and 2nd Ave.
0,Accident on WA-99 Alaskan Way Via Southbound at Western Ave.
0,Accident on Sand Point Way at 74th St.
0,Accident on Edgar Martinez Dr at 4th Ave.
0,Accident on Alaskan Way at Pine St.
0,Accident on Bagley Ave at 46th St.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at 47th St.
0,Accident on 35th Ave at Austin St.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at 143rd St.
0,Right turn lane blocked due to accident on WA-99 Aurora Ave Southbound at 46th St.
0,Accident on Evanston Ave at 34th St.
0,Left lane blocked due to accident on 2nd Ave Southbound at Madison St.
0,Left lane blocked due to accident on WA-513 Montlake Blvd Northbound at Pacific Pl.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at 143rd St.
1,Right lane blocked due to accident on I-5 Northbound at Michigan St.
1,HOV lane blocked due to accident on I-5 Northbound at Exit 174 130th St.
1,Two lanes blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
1,Center lane blocked due to accident on I-5 Northbound near Exits 164A 164B I-90.
1,HOV lane blocked due to accident on I-5 Southbound at Exits 164 165 165A 165B Madison St.
1,RIGHT lane blocked due to accident on I-5 Northbound at Exits 168A 168B WA-520.
1,Left lane blocked due to accident on I-5 Southbound at NE 71st St.
0,One lane blocked due to accident on WA-99 Aurora Ave Northbound from 109th St to 115th St.
1,Right lane blocked due to accident on Seneca St Northbound at I-5 Exits 164 165 165A 165B / Seneca St.
1,Left lane blocked due to accident on I-5 Southbound at 50th St.
1,Left lane blocked due to accident on I-5 Northbound at Seneca St.
1,Center lane blocked due to accident on I-5 Southbound at Interurban Ave.
1,Right lane blocked due to accident on I-5 Southbound at 45th St.
1,Right lane blocked due to accident on I-5 Southbound before Carleton Ave.
0,Accident on WA-99 Battery Street Tunl Northbound near Aurora Ave.
1,Right lane blocked due to accident on I-5 Southbound at WA-523 145th St.
0,Left lane blocked due to accident on Seattle Brg Eastbound at I-5.
0,Accident on 120th St at 31st Ave.
1,Entry ramp to I-405 Northbound from I-5 Northbound lane blocked due to accident.
0,Accident on 50th St at I-5.
0,Accident on McGraw St at 7th Ave.
0,Accident on 85th St at 28th Ave.
0,Accident on 75th St at Ravenna Ave.
0,Right lane blocked due to accident on WA-509 Southbound after Cloverdale St.
0,Accident on Rainier Ave near 52nd Ave.
1,Right center lane blocked due to accident on I-5 Southbound after Bailey St.
0,Accident on Bailey St at Michigan St.
1,Left lane blocked due to accident on I-5 Northbound at Exits 166 167 Olive Way.
0,Accident on Fairview Ave at Mercer St.
0,Accident on 1st Ave at Jackson St.
0,Accident on California Ave at Andover St.
0,Accident on Pike St at Summit Ave.
0,Accident on WA-522 Lake City Way at 115th St.
0,Accident on Greenwood Ave at 67th St.
0,Accident on California Ave at Andover St.
0,Accident on 39th Ave at Stevens St.
0,Exit ramp from WA-520 Westbound to I-5 Southbound lane blocked due to accident.
0,Accident on Emerson St at 6th Ave.
1,HOV lane blocked due to accident on I-405 Southbound before I-5.
0,Accident on Rainier Ave at Findlay St.
0,Accident on 85th St at 24th Ave.
1,Left lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
1,Left lane blocked due to accident on I-5 Southbound at Spokane St.
0,Accident on 20th Ave at Plum St.
1,Left lane blocked due to accident on I-5 Northbound at Mercer St.
0,Accident on Roxbury St at 5th Ave.
0,Accident on 78th St at Fremont Ave.
1,Left lane blocked due to accident on I-5 Northbound at Mercer St.
0,One lane blocked due to accident on Northgate Way both ways at 3rd Ave.
0,Right lane blocked due to accident on WA-518 Westbound at WA-509.
0,Accident on Northgate Way at 3rd Ave.
0,Accident on Boren Ave at Olive Way.
1,Right lane blocked due to accident on I-5 Northbound at Exits 163 163A 163B Seattle Brg.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at Harrison St.
0,Accident on Linden Ave at 65th St.
0,Accident on Rainier Ave at Genesee St.
0,Accident on 6th Ave at Ravenna Blvd.
0,Right lane blocked due to accident on WA-509 Ambaum Blvd Southbound at Des Moines Memorial Dr.
0,Accident on Beacon Ave at Columbian Way.
0,Accident on Beacon Ave at Spokane St.
0,Accident on Greenwood Ave at 70th St.
0,Left lane blocked due to accident on Rainier Ave Northbound at 39th Ave.
0,Accident on 22nd Ave at 59th St.
1,Right lane blocked due to accident on I-5 Northbound at James St.
0,Accident on Seattle Brg Westbound at Spokane St.
0,Accident on WA-99 Alaskan Way Via Southbound at Atlantic St.
0,Accident on 5th Ave at Pike St.
0,Accident on Holly St at Martin Luther King Jr Way.
1,Slow traffic and left lane blocked due to accident on I-5 Northbound at Exits 164 165 165A 165B Madison St.
1,Slow traffic and left lane blocked due to accident on I-5 Northbound at Exits 166 167 Olive Way.
0,Slow traffic and HOV lane blocked due to accident on WA-520 Westbound at WA-513 Montlake Blvd.
0,Slow traffic due to accident on Roosevelt Way at 65th St.
0,Accident on Roosevelt Way at 78th St.
1,Right lane blocked due to accident on I-5 Northbound around Exit 156 Interurban Ave.
0,Right lane blocked due to accident on 1st Ave Westbound at Atlantic St.
0,Accident on Holly St at 16th Ave.
0,Accident on 4th Ave at Cedar St.
0,Right lane blocked due to accident on Michigan St Eastbound near 7th Ave.
0,Accident on 56th St at 15th Ave.
1,Left lane blocked due to accident on I-90 Eastbound at Exits 2B 2C I-5.
0,Accident on 11th Ave at Union St.
0,Accident on Green Lake Way at 54th St.
1,Left lane blocked due to accident on I-5 Northbound after Exit 174 130th St.
0,Right lane blocked due to accident on Jackson St Westbound at 5th Ave.
1,Accident on I-5 Northbound at Exit 174 130th St.
0,Accident on 8th Ave at Lane St.
0,Accident on Delridge Way at Andover St.
0,Accident on 5th Ave at Jackson St.
0,Right lane blocked due to accident on Denny Way Westbound at Fairview Ave.
0,Accident on Mercer St at Dexter Ave.
0,Accident on Madison St at 8th Ave.
0,Right lane blocked due to accident on 50th St Eastbound at University Way.
0,Right lane blocked due to accident on Greenwood Ave Southbound at 107th St.
0,One lane blocked due to accident on Rainier Ave Northbound from Fisher Pl to Henderson St.
0,Accident on Elliott Ave at Western Ave.
1,Exit ramp from I-5 Southbound to S Kent des Moines Rd lane blocked due to accident.
0,Accident on Columbia St at 3rd Ave.
0,Accident on 64th St at 12th Ave.
0,Accident on Lynn St at 19th Ave.
0,Accident on Rainier Ave at Henderson St.
0,Accident on Denny Way at Fairview Ave.
0,Accident on Martin Luther King Jr Way at Graham St.
0,Slow traffic due to accident on Broad St at 5th Ave.
0,One lane blocked due to accident on Rainier Ave Northbound at 23rd Ave.
0,Accident on 117th St at Greenwood Ave.
1,Lane blocked due to accident on I-5 Southbound at Exits 166 167 Olive Way.
0,Accident on Dexter Ave at Crockett St.
1,Right lane blocked due to accident on I-5 Northbound at Exit 172 80th St.
0,2 right lane blocked due to accident on WA-99 Marginal Way Southbound at Diagonal Ave.
0,Accident on WA-99 Aurora Ave at 130th St.
0,Right lane blocked due to accident on WA-99 Alaskan Way Via Northbound at Western Ave.
0,Accident on Belmont Ave at Bellevue Pl.
0,Left lane blocked due to accident on Battery St Eastbound at 5th Ave.
1,Two lanes blocked due to accident on I-405 Northbound at I-5 Exits 153 154A 154AB.
1,Exit ramp from I-5 Northbound at Exits 153 154A 154AB to Southcenter Pkwy Southbound lane blocked due to accident.
0,Right lane blocked due to accident on WA-99 Battery Street Tunl Southbound at Aurora Ave.
1,HOV lane blocked due to accident on I-5 Southbound at Exit 174 130th St.
0,Left lane blocked due to accident on Pine St Westbound at 4th Ave.
1,Right lane blocked due to accident on I-5 Northbound at I-90.
1,Left center lane blocked due to accident on I-5 Southbound at S Spokane St.
0,Accident on Union St at 18th Ave.
0,Lane blocked due to accident on Stewart St Westbound at 7th Ave.
0,Accident on Monroe St at 35th Ave.
0,Accident on Alaska St at 38th Ave.
0,Accident on Rainier Ave at Byron St.
1,Right lane blocked due to accident on I-5 Northbound at Exits 153 154A 154AB I-405.
0,2 right lane blocked due to accident on Leary Way Northbound at 8th Ave.
0,Accident on 15th Ave at Dawson St.
0,Accident on Renton Ave at Adams St.
0,Accident on 127th St at 5th Ave.
1,HOV lane blocked due to accident on I-5 Southbound after Exit 173 Corliss Ave.
1,Left lane blocked due to accident on I-5 Southbound at Exit 173 Corliss Ave.
0,Accident on 48th Ave at Dakota St.
0,Accident on Stone Way at 39th St.
0,Accident on Boren Ave at Main St.
0,Accident on 24th Ave at Olive St.
0,Accident on Pine St at 3rd Ave.
0,Accident on Broadway at John St.
0,Accident on Harrison St at Martin Luther King Jr Way.
0,Accident on Roanoke St at 24th Ave.
0,Accident on 80th St at 15th Ave.
0,Accident on 6th Ave at Washington St.
0,Accident on 13th Ave at Union St.
0,Accident on 31st Ave at Holly St.
0,Accident on Leary Way at 8th Ave.
0,Accident on Rainier Ave at Byron St.
0,Accident on Melrose Ave at Pine St.
0,Accident on Rainier Ave at Forest St.
0,Left lane blocked due to accident on WA-99 Aurora Ave Southbound from Prospect St to Ward St.
1,Two lanes blocked due to accident on WA-99 Aurora Ave Northbound from Ward St to Prospect St.
