Label,Description
1,Accident on I-285 Westbound at Exit 60 GA-139 Riverdale Rd.
1,One lane blocked due to accident on I-285 Westbound at Exit 60 GA-139 Riverdale Rd.
1,Left lane blocked and left hand shoulder blocked due to accident on I-285 Westbound at I-75.
0,Accident on GA-166 Campbellton Rd at Fairburn Rd.
1,Accident on I-85 Northbound at Exit 91 Northeast Expy.
1,HOV lane blocked due to accident on I-75 Northbound at 17th St.
1,Left hand shoulder blocked due to accident on I-75 Northbound at 17th St.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Exit 244 I-85 I-75.
1,Left hand shoulder blocked due to accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Lane blocked due to accident on I-285 Westbound at Exits 33 34 Chamblee Tucker Rd.
1,Middle lane blocked due to accident on I-285 Eastbound at Exit 25 US-19.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 30 Savoy Dr.
1,Center lane blocked due to accident on I-75 Southbound near Exits 246 248A I-85 I-75.
1,Exit ramp from I-285 Westbound to I-75 Northbound lane blocked due to accident.
1,Two lanes blocked and slow traffic due to accident on I-75 Northbound at Exits 258 259A Cumberland Blvd.
1,Very slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Southbound near Exit 13 Bolton Rd.
1,2 left lane blocked and left hand shoulder blocked due to accident on I-285 Northbound near Exit 18 Paces Ferry Rd.
1,2 left lane blocked slow traffic and left hand shoulder blocked due to accident on I-75 Northbound at Exit 256 Mount Paran Rd.
1,RIGHT lane blocked and right hand shoulder blocked due to accident on I-285 Westbound at I-75.
1,Queueing traffic left lane blocked and left hand shoulder blocked due to accident on I-85 Southbound before Exit 66 Flat Shoals Rd.
1,Two lanes blocked due to accident on I-85 Southbound at Exit 66 Flat Shoals Rd.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,Traffic break and accident on I-20 Eastbound at Exit 53 GA-139 Martin Luther King Jr Dr.
1,HOV left lane blocked and left hand shoulder blocked due to accident on I-85 Northbound at Exits 84 85 I-75.
1,HOV & left lane blocked due to accident on I-85 Northbound at 17th St.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-20 Eastbound at GA-280 Hamilton E Holmes Dr.
1,Two lanes blocked due to accident on I-85 Northbound at Exit 96 Pleasantdale Rd.
1,Left lane blocked due to accident on I-75 Southbound at US-78 North Ave.
1,2 left lane blocked and very slow traffic due to accident on I-285 Westbound at Exit 25 US-19.
1,One lane blocked and very slow traffic due to accident on I-285 Northbound near Exits 9 10A 10B I-20.
1,One lane blocked and very slow traffic due to accident on I-20 Westbound after Exits 52 52A 52B Burton Rd.
1,Accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,2 right lane blocked and right hand shoulder blocked due to accident on I-20 Eastbound at Exit 55A Park St.
0,Right lane blocked and right hand shoulder blocked due to accident on I-85 Northbound near Exit 91 Northeast Expy.
1,One lane blocked and left hand shoulder blocked due to accident on I-75 Southbound at I-85.
1,2 right lane blocked and very slow traffic due to accident on I-285 Westbound before Exits 61 62 I-85.
1,2 right lane blocked very slow traffic and right hand shoulder blocked due to accident on I-285 Southbound after Exits 5A 5B GA-154 Arthur Langford Pkwy.
0,Accident on GA-400 Northbound at Exit 2 Lenox Rd.
1,Left hand shoulder blocked due to accident on I-285 Westbound at Exit 30 Savoy Dr.
1,Two lanes blocked due to accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Three lane blocked due to accident on I-285 Eastbound before Exit 22 New Northside Dr.
0,Accident on US-23 Moreland Ave at Euclid Ave.
0,Accident on US-19 Peachtree Rd at Sheridan Dr.
1,Accident on I-85 I-75 Southbound at Exit 248C I-75.
0,Accident on GA-141 Peachtree Rd at GA-237 Piedmont Rd.
1,Left lane blocked due to accident on I-285 Northbound near Exits 9 10A 10B I-20.
0,Accident on Monroe Dr at Piedmont Ave.
0,Accident on Glenwood Ave at Boulevard.
0,Accident on Saint Charles Ave at Ponce de Leon Pl.
1,Accident on I-85 Southbound near GA-13.
1,Accident on GA-400 Northbound at Exit 2 Lenox Rd.
0,Accident on US-19 Roswell Rd at Midvale Dr.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
0,Accident on GA-139 Martin Luther King Jr Dr at Fairburn Rd.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on Decatur St at Boulevard.
0,Accident on US-29 Ponce de Leon Ave at US-23 Moreland Ave.
0,Accident on 13th St at Peachtree St.
0,Accident on GA-237 Piedmont Rd Northbound at Lenox Rd.
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Accident on I-85 Northbound after Exits 95 95A 95B 96 I-285.
1,Very slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Northbound after Exits 5A 5B GA-154 Arthur Langford Pkwy.
0,Accident on GA-280 James Jackson Pkwy at Bolton Rd.
1,Very slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Southbound after Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,#1 #2 lane blocked left hand shoulder blocked and right hand shoulder blocked due to accident on I-20 Westbound at Exit 55A Park St.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 60 GA-139 Riverdale Rd.
1,Left lane blocked due to accident on I-285 Northbound at Exits 61 62 I-85.
1,Accident on I-285 Westbound at Exit 55 GA-54 Jonesboro Rd.
1,Left hand shoulder blocked and left lane blocked due to accident on I-85 Northbound near Exit 76 Cleveland Ave.
0,Accident on US-41 Metropolitan Pkwy near Cleveland Ave.
0,Accident on Barge Rd at GA-166 Campbellton Rd.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
0,Two lanes blocked due to accident on GA-154 Arthur Langford Pkwy Westbound after Stanton Delowe Connector.
0,Accident on Piedmont Ave at Auditorium Pl.
0,Accident on US-29 Ponce de Leon Ave between Glen Iris Dr and Ponce de Leon Pl.
1,Right lane blocked and right hand shoulder blocked due to accident on I-20 Westbound before Exit 53 GA-139 Martin Luther King Jr Dr.
1,Right lane blocked and right hand shoulder blocked due to accident on I-285 Westbound after Exit 22 New Northside Dr.
1,Right lane blocked due to accident on I-75 Northbound before US-41 Northside Dr.
1,Right lane blocked and right hand shoulder blocked due to accident on I-75 Northbound before US-78 North Ave.
0,Accident on Peachtree St near Pine St.
0,Accident on GA-141 Peachtree Rd near Lenox Rd.
1,Accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Accident on Lenox Rd Northbound at GA-237 Piedmont Rd.
1,Accident on I-285 Southbound before Exits 9 10A 10B I-20.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Left lane blocked due to accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,#1 lane blocked left hand shoulder blocked and right hand shoulder blocked due to accident on I-285 Southbound at I-20.
0,Accident on Campbellton Rd Westbound at GA-154 Arthur Langford Pkwy.
1,Two lanes blocked due to accident on I-285 Northbound at Exits 5A 5B GA-154 Arthur Langford Pkwy.
1,Accident on I-75 Northbound at Exit 241 Cleveland Ave.
1,Two lanes blocked due to accident on I-285 Northbound after I-85.
1,Accident on I-75 Southbound at Exits 237A 238A 238B I-285.
1,Right lane blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,Right lane blocked due to accident on I-75 Southbound at Exit 252 Howell Mill Rd.
1,Right lane blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,HOV lane blocked due to accident on I-75 Southbound at Exit 254 Moores Mill Rd.
1,Left lane blocked due to accident on US-19 14th St Southbound at I-85.
1,Exit ramp from I-20 Westbound at Exits 56B 57 to I-75 Southbound lane blocked due to accident.
1,Exit ramp from I-20 Westbound at Exits 56B 57 to I-75 Southbound lane blocked due to accident.
1,Two lanes blocked due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Right hand shoulder closed due to accident on I-20 Westbound at Exits 58A 58B Hill St.
1,Right lane blocked due to accident on I-285 Eastbound at Exit 30 Savoy Dr.
1,Three lanes blocked due to accident on I-85 Northbound at Exit 66 Flat Shoals Rd.
0,Left hand shoulder blocked and left lane blocked due to accident on GA-400 Northbound at Exits 5 5A 5B Abernathy Rd.
1,Exit ramp from I-85 Eastbound at Exit 94 to Northeast Expy NE Northbound lane blocked due to accident.
1,Left lane blocked due to accident on I-85 Southbound at Exits 86 87 GA-400.
1,Two lanes blocked due to accident on I-75 Northbound at I-85 I-75.
1,Entry ramp to I-285 Westbound at Exits 95 95A 95B 96 from I-85 Northbound shoulder blocked due to accident.
0,Accident on Bolton Rd at Marietta Blvd.
0,Accident on Boulevard at Sydney St.
0,Accident on Piedmont Ave Northbound at Montgomery Ferry Dr.
1,2 left lane blocked and very slow traffic due to accident on I-75 Southbound at I-85 I-75.
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Right hand shoulder blocked and right lane blocked due to accident on I-20 Eastbound at Exit 62 Flat Shoals Rd.
1,Accident on I-75 Southbound at I-85 I-75.
0,Accident on Piedmont Ave Northbound at The Prado.
0,Accident on I-85 Southbound at Exits 86 87 GA-400.
0,Accident on Spring St at Ponce de Leon Ave.
0,Accident on Piedmont Ave at I-85 I-75.
1,Right lane blocked due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Accident on US-19 Roswell Rd at Lakemoore Dr.
1,Slow traffic and HOV lane blocked due to accident on I-85 Northbound near Exits 84 85 I-75.
1,Accident on I-75 Northbound at Exits 250 251 I-85.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-85 Northbound after Exits 84 85 I-75.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Accident on I-75 Southbound at Exit 254 Moores Mill Rd.
0,Accident on US-29 Lee St at Campbellton Rd.
0,Accident on US-41 Metropolitan Pkwy at Lillian Ave.
1,Four lane blocked due to accident on I-285 Eastbound at Northcrest Rd.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at Exit 60 GA-139 Riverdale Rd.
0,Accident on Old Fairburn Rd at Somerset Trl.
1,Right lane blocked due to accident on I-285 Northbound near Exit 2 GA-6 Camp Creek Pkwy.
0,Exit ramp from GA-14 Spur Westbound to Buffington Rd lane blocked due to accident.
1,Accident on I-75 Northbound at Exits 241 243 I-85.
1,Right hand shoulder blocked due to accident on I-85 Southbound after Exit 89 GA-42 Druid Hills Rd.
1,Left hand shoulder blocked due to accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,One lane blocked due to accident on I-285 Northbound at Exit 13 Bolton Rd.
1,Left-center lane blocked due to accident on I-75 Northbound at 14th St.
0,Accident on GA-141 Peachtree Rd at Lenox Rd.
0,Accident on US-23 Moreland Ave at GA-154 Memorial Dr.
1,Right hand shoulder blocked due to accident on I-20 Eastbound near Exit 54 Langhorn St.
1,Two lanes blocked and slow traffic due to accident on I-75 Northbound at Exits 246 248A I-85 I-75.
0,Accident on Paces Ferry Rd at GA-141 Peachtree Rd.
0,Accident on North Ave at Highland Ave.
1,Accident on I-75 Northbound at Exits 250 251 I-85.
1,Accident on I-75 Northbound at Exit 252 Howell Mill Rd.
0,Accident on Piedmont Rd at Lambert Dr.
1,Very slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Westbound after Exit 24 Riverside Dr.
1,Accident on I-75 Southbound at I-85 I-75.
0,Accident on GA-141 Peachtree Rd Northbound at Tower Place Dr.
1,Very slow traffic due to accident on I-75 Southbound at Exit 252 Howell Mill Rd.
0,Accident on Lake Hearn Dr Southbound near Parkside Pl.
0,Accident on US-29 Ponce de Leon Ave at Piedmont Ave.
0,Accident on GA-237 Piedmont Rd at Pharr Rd.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
0,Accident on 14th St at Peachtree St.
0,Accident on Northwest Dr at Bolton Rd.
1,2 let lane blocked slow traffic and left hand shoulder blocked due to accident on I-75 Northbound at Exit 249A I-85 I-75.
1,One lane blocked and right hand shoulder blocked due to accident on I-285 Southbound at Exit 7 Cascade Rd.
0,Accident on GA-42 Briarcliff Rd at Sheridan Rd.
1,HOV lane blocked due to accident on I-85 Northbound before GA-400.
1,Right hand shoulder blocked due to accident on I-75 Northbound before Abernathy Blvd.
1,Accident on I-75 Southbound at 14th St.
1,Two lanes blocked due to accident on I-75 Southbound at Exit 252 Howell Mill Rd.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Capitol Ave.
0,Accident on GA-237 Piedmont Rd at Habersham Rd.
0,Accident on Boulevard at Berne St.
0,Left hand shoulder blocked due to accident on GA-400 Southbound before Exits 1A 1B Sidney Marcus Blvd.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
0,Accident on Peachtree St at Colony Sq.
0,Accident on GA-141 Peachtree Rd at Peachtree Dunwoody Rd.
1,Accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,Second right lane blocked due to accident on I-285 Westbound before Exit 29 Ashford Dunwoody Rd.
1,Right lane blocked due to accident on I-85 Northbound near GA-13.
0,Accident on Campbellton Rd at Bent Creek Way.
0,Accident on 14th St at Piedmont Ave.
0,Accident on US-78 Donald Lee Hollowell Pkwy at I-285.
0,Accident on US-19 Peachtree St at 18th St.
0,Accident on Piedmont Ave at Monroe Dr.
1,Second right lane blocked due to accident on I-75 Southbound near I-85 I-75.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
1,Very slow traffic and left lane blocked due to accident on I-285 Southbound after Exits 19 20 US-41 Cobb Pkwy.
1,Right lane blocked and right hand shoulder blocked due to accident on I-285 Westbound at Exits 32 33B I-85.
1,Accident on I-285 Northbound at Exits 9 10A 10B I-20.
0,Accident on Peachtree St at Brotherton Transportation Mall.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on Boulevard at North Ave.
0,Very slow traffic due to accident on Piedmont Ave Northbound at Wimbledon Rd.
0,Accident on GA-139 Martin Luther King Jr Dr near Harlan Rd.
1,Very slow traffic HOV lane blocked and left hand shoulder blocked due to accident on I-75 Northbound at Exits 251 252A 252B US-41 Northside Dr.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
1,2 right lane blocked slow traffic and right hand shoulder blocked due to accident on I-75 Northbound before I-85 I-75.
1,2 left lane blocked slow traffic and left hand shoulder blocked due to accident on I-20 Eastbound after Exit 56A McDaniel St.
1,Right lane blocked due to accident on I-285 Westbound at Exit 60 GA-139 Riverdale Rd.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Arthur Langford Pkwy.
0,Accident on US-41 Metropolitan Pkwy at Grand Ave.
1,2 left lane blocked and very slow traffic due to accident on I-85 Southbound near Exits 70 71 GA-139 Riverdale Rd.
0,Accident on GA-166 Campbellton Rd at Kimberly Rd.
0,Slow traffic due to accident on Cleveland Ave at Steele Ave.
1,Left lane blocked and left hand shoulder blocked due to accident on I-285 Westbound before Exit 60 GA-139 Riverdale Rd.
0,Accident on GA-166 Campbellton Rd at Barge Rd.
1,Three lanes blocked and very slow traffic due to accident on I-285 Southbound after Exit 2 GA-6 Camp Creek Pkwy.
1,Two lanes blocked due to accident on I-85 Southbound at 17th Street.
0,Two lanes blocked due to accident on GA-400 Southbound at Exit 4A Glenridge Connector.
1,Two lanes blocked due to accident on I-75 Southbound at Exit 260 Windy Hill Rd.
1,Left hand shoulder blocked due to accident on I-85 Southbound at 17th Street.
1,Exit ramp from I-285 clockwise at Exits 32 33B to I-85 Eastbound lane blocked due to accident.
1,Two lanes blocked due to accident on I-75 Northbound at I-85 I-75.
1,Left lane blocked due to accident on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Right lane blocked due to accident on I-85 Northbound at Exits 95 95A 95B 96 I-285.
